puzzle,solution,clues,difficulty,level
....5.9...4.9...28..2.......6..4..8........911..5.6....7......4.168......9.6.2...,731258946645931728982467315367149582854723691129586473278395164516874239493612857,23,0.0,Beginner
.93.6...1..7..4..5....5187.7.91.3.5...8..5...4.58...........78.........6......439,593768241817324965246951873729143658168275394435896127354619782982437516671582439,27,0.0,Beginner
.942......2..7...9...4.518...1....3....8.9.4....35..2.6..5.4...5...8.3...49......,194268573825173469763495182951642738237819645486357921618534297572986314349721856,26,0.0,Beginner
2........3....957.8..5..924.1.6..2......54....8.....4...4..........91..8......65.,259476381341289576867513924415638297792154863683927145934865712526791438178342659,23,0.0,Beginner
.36..87....1....285.2......42.6.....35...........459.....98.........71..1.3....7.,936128754741596328582734619429673581357819246618245937275981463864357192193462875,24,0.0,Beginner
....7......8...2.123.4........8.74..3.561.....6.......9...4.17..2...98....4.5....,549271683678593241231486597192837465385614729467925318956348172723169854814752936,24,0.0,Beginner
3...261.......7.....5.......9.21.3.883...9.2.6..........49..27.....6...1...7.3.5.,378426195916357482245198637497215368831679524652834719564981273783562941129743856,25,0.0,Beginner
4..7....97....8.1..8..........5.16..5.19.34..64........65.1..8..7....56...4....2.,412736859759428316386159247897541632521963478643872195265317984178294563934685721,26,0.0,Beginner
..4..897......7.6.72.3......8.....1.....21.......86..5..649.1..4....5..85......3.,364258971958147263721369584285734619693521847147986325876493152432615798519872436,25,0.0,Beginner
..6.129....1496.........4...8......95.2......3....1..6167.5...4.4....2..9........,456812937731496582298375461684723159512689743379541826167258394843967215925134678,24,0.0,Beginner
2.4.7.....1...25....7.8.3...918....2....6.48.4...........5...69....41....8......5,234975816816432597957186324391854672725369481468217953143528769579641238682793145,24,0.0,Beginner
.6.41...8.......1...9.5...3.41..5....3.64..79....7..3....2....55....9.....6....94,267413958453928617189756243741395826832641579695872431918234765574169382326587194,25,0.0,Beginner
..2.9...56...1.....1....9..8.........56..4..2.7.1.658......9..47...4..5..48....27,382697145694513278517482936823975461156834792479126583235769814761248359948351627,26,0.0,Beginner
....9.....3.8..21.2.5...79.1..24..7.324.58.......3............7.629.......1.86.4.,617592438439867215285413796156249873324758169798631524943125687862974351571386942,27,0.0,Beginner
2..........6....7....468.........2.6..8..619..5.7.......985.........3.8.3....1..4,214397568836215479597468312973184256428536197651729843749852631162943785385671924,22,0.0,Beginner
...417........291...83..4..27.......5.....8.3...2.95.6.5..63....8..7....6.1......,965417382437682915128395467273856194596741823814239576759163248382974651641528739,25,0.0,Beginner
9..3.2..8.2...79..16..........4.17.68..6....1......28....2.8.5.......86.....5..9.,954312678328567914167894325295481736873629541416735289639248157541973862782156493,25,0.0,Beginner
...7.4....34.....1.....3.9...9....822..6........51.6...56.3....3..8......72.9..6.,918754236634928751527163894169347582245689317783512649456231978391876425872495163,24,0.0,Beginner
...3...72....2.8....9..8.1..6..9.5.8...75.69.1.......7....35....2......9.341...5.,658314972341927865279568413763491528482753691195682347916235784527846139834179256,26,0.0,Beginner
..1.3.5...5...2...4........2.4......9..16.8....5....6....61.93..4..9...1..6.58...,721936584659842173483571296264789315937165842815423769572614938348297651196358427,24,0.0,Beginner
.78.....1....4..8....1.95.4........6..1.3.8..7...2...5.6.......543...9..8..453...,478265391195347682326189574932518746651734829784926135267891453543672918819453267,25,0.0,Beginner
6...34..7.2.....459....5.3....34.5...1.5.9..4.9.....2.23....8....7........69.1...,651834297823796145974215638768342519312569784495178326239457861147683952586921473,26,0.0,Beginner
74.5.......2..8......3...953......4..9...7..6.2.....8......13....6..4.....8.9.4..,743569821952178634861342795385926147194837256627415983479251368236784519518693472,22,0.0,Beginner
..........51........3...92...85.2.9.....394.7.1.7........2.8.31..9..12...3..7....,296854713751923648843617925378542196625139487914786352467298531589361274132475869,24,0.0,Beginner
.437....8.95.3...41..........15..6.....1.4....74....2.....5.4.6....6...95.9..2...,243715968695238714187496532821579643356124897974683125732951486418367259569842371,25,0.0,Beginner
...61...7.4..........923..4......9.83..18.....59......97.2..65...5.6.2.......87..,593614827241875396786923514164752938327189465859436172978241653415367289632598741,25,0.0,Beginner
..5..42.......2....31...65.1....8......2.6..97..1.......35...97.4.....2....9..4..,895614273476352981231789654159438762384276519762195348623541897947863125518927436,23,0.0,Beginner
....4...9....18..7.5...364.9.5....2.......36..8.....945.2..........9..1.4....1..8,327645189694218537158973642965437821741829365283156794512384976876592413439761258,24,0.0,Beginner
..19...6......5.38....36..71........3.....5.4..68.7.2...81.....4.7..2.......8.4..,731948265264715938895236147182453796379621584546897321928174653457362819613589472,24,0.0,Beginner
..4...3.....3849....8.1..72..946...121............5...85.........6..8.25.9.5.....,964257318127384956538619472789462531215893764643175289852741693476938125391526847,25,0.0,Beginner
.......38.....5...6..2..7....1.5..7....6....1...98.2..97....1...62.....35..862...,125796438387415629649238715291354876854627391736981254978543162462179583513862947,24,0.0,Beginner
3....6..2....7.4..6.72...58........528........56....8.1..3....6...8....4..9.1.7..,394586172528173469617294358971648235283951647456732981145327896732869514869415723,24,0.0,Beginner
.9.3....6..6..1.3.1.....59..64............2..2..483.....7..6..5....9..7.94.1.5...,598327416476951832132648597764512389381769254259483761817236945625894173943175628,25,0.0,Beginner
...1.62.....5....8.1238....7.86..1.91......67..4..5....49.2.........1...5........,895176243376542918412389675728634159153298467964715382649827531237451896581963724,24,0.0,Beginner
67..8...2...........1.....3...56.78..4.3..2.....1......96.3........749..4....5.37,675483192384219576921756843139562784547398261862147359796831425253674918418925637,24,0.0,Beginner
.6..8..3..3.5.7....8.....45........9.56..37.44..2....6517..............32....1...,165482937934567281782319645321674859856193724479258316517836492648925173293741568,24,0.0,Beginner
6..8.4.....3....26.8.7.2.9....1...........1755.2............9..9...8..1..4..1.3.8,629834751473591826185762493764158239398246175512379684851623947936487512247915368,24,0.0,Beginner
5............8...7..39...1.......1.......238.9.14...567......6..1.357.48.5...8...,564731892192685437873924615325896174647512389981473256738249561216357948459168723,25,0.0,Beginner
...9.52...3.....89.....8.6.3.7.......8.1......9.26..5.......4.2....7.6.....8.9..3,678915234135642789924738165367584921582197346491263857819356472253471698746829513,23,0.0,Beginner
...5.......472...1..2.9.5..7...1.....2..7.....9..4.83......4..6..6...9..3.8....7.,869531742534728691172496583783619254425873169691245837957184326246357918318962475,23,0.0,Beginner
.2...95.1..916....5..2.....9.......7..4.....8.57.....9.3.......8......4.....762.5,623849571749165832518237694982453167164792358357618429235984716876521943491376285,23,0.0,Beginner
.1.4...79..92...........4..2..57.34.64..3.72..7..4..9.....16.....7..3...86.9.....,312485679489267513756391482291578346648139725573642891934716258127853964865924137,27,0.0,Beginner
......17.36..1...2.4......8...93...77.4...8.6...6..5...7.3.8...8.....4..629......,298463175367815942145279368586934217734152896912687534471328659853796421629541783,25,0.0,Beginner
.3..2.6....7...42.........8...4..8...26.....798.....5.7...6.94....5.8..35....7...,834125679657389421192674538375492816426851397981736254718263945249518763563947182,24,0.0,Beginner
..538...76...471...1........2..3..............4...651.......63..6...4..9..8.5.4..,495381267683247195217569384521438976736195842849726513154972638362814759978653421,23,0.0,Beginner
.7..5........1.26....8.....2..6.8.3.8..9......9..3....9..1...5.5..29.4....4...68.,672453198485719263319862745251648937843927516796531824967184352538296471124375689,24,0.0,Beginner
8.....3.9......4...216.......9......45.39...23....7..6....49....17...8..2......5.,845712369763985421921634785179426538456398172382157946638549217517263894294871653,23,0.0,Beginner
....27....6......5..2.....4..4...6....8.36.....3.4..595....812..2.....6..8.39....,495127386761483295832659714914875632258936471673241859549768123327514968186392547,24,0.0,Beginner
7.598.1......16.....8...6..64....2....7....3.....5...7........33....25.62...6..81,765983142492516378138427659649738215527691834813254967986175423371842596254369781,25,0.0,Beginner
.2.......7..3.96...9...1..73....479.9.....23.41..........4......51..3.4........29,126847953748359612593261487362584791985176234417932568639428175251793846874615329,24,0.0,Beginner
.7..1...2.6....35.3...6....4.....1.97.12..83...........8.5...2......9...2.4..651.,879315462162947358345862791428653179751294836936178245687531924513429687294786513,25,0.0,Beginner
.....38.6..21....7..375.2......7.......2......17.4.36...5......9316....4.76..2...,754923816892164537163758249329576481648231975517849362285417693931685724476392158,26,0.0,Beginner
3...2...7....86....1.9..3..4...7.16......3....2.1..8.5......74........81.9..5....,348521697957386412216947358489275163571863924623194875835612749762439581194758236,23,0.0,Beginner
...8......2.1..5.6.1.3....9.3..6.....8.5....7....9...2.....7.851...4......4...92.,376859214829174536415326879537462198982531647641798352263917485198245763754683921,23,0.0,Beginner
5....9...1......6..672.5.1....3..2....2...........645.....8......3.....449..1...6,538169742124837965967245318649351287352478691781926453276584139813692574495713826,22,0.0,Beginner
..5..3.6.....7...2...85....29.3...5......8.26...76...3.3...1....17.......58...4..,845123769163479582729856314296314857374598126581762943432981675917645238658237491,24,0.0,Beginner
3.......2..98.4...4.8.....1....3..6.2.35.....5..6.8...85.1....3...9..28..........,315796842629814537478325691987231465263549718541678329854162973136957284792483156,23,0.0,Beginner
1..83...5.54.......6.....3..129..6..6..4....9...3.2..748.2.........1.....29..5...,197834265354126978268579134812957643673481529945362817481293756536718492729645381,25,0.0,Beginner
.....28451...8....3..........721....6..7..9....5..9.1381...6.....9.7...8.......34,796132845124587369358964271937218456641753982285649713813426597469375128572891634,25,0.0,Beginner
....9..4.9.......52...1.7.88.1........487..16...4....33.6.......2..6.9.......73..,157398642968742135243615798871236459534879216692451873316984527725163984489527361,24,0.0,Beginner
3..67..8.6.....1...9..3.....2........7.9...6..1..8..7.5..4.........1...4..75....9,351674982684295137792138546825746391473951268916382475568429713239817654147563829,22,0.0,Beginner
96.....43..4......38...........47.....65.32.......985....2...7...13.6..9....8.4..,962758143154932768387461925295847316846513297713629854538294671421376589679185432,24,0.0,Beginner
18.9....2...6..497...3.7......8.52....3.....44.....1..27..9......9..8......1..8..,187954362325681497946327518791845236853216974462739185278593641519468723634172859,24,0.0,Beginner
.1....54.5.......68.6......6...1......5.2...9..2...47.........5...16.9..9.1.452.3,719632548534978126826451397647319852185724639392586471468293715253167984971845263,25,0.0,Beginner
4........57..62.8.2....7..3..74..8...6.81..7........1.3..2.9..........59.2.7.....,436598721571362984298147563157423896963815472842976315315289647784631259629754138,24,0.0,Beginner
.5......3..8.....26..2...8..81....5.9..61....5.4.2.7......714..........1..23.....,259184673478536192613297584381749256927615348564823719836971425795462831142358967,23,0.0,Beginner
.5.......8.1....74.9..7.6..4.9.3......5...9.3.....4.....7...4.1....2...62..85....,752146839861593274394278615429735168175682943638914752587369421913427586246851397,23,0.0,Beginner
........66.1..92....7..59.....6........9..45.1..328...3.....5...8..4..1...4.8.6.7,958432176631879245427165938793654821862917453145328769376291584589746312214583697,25,0.0,Beginner
..1.....7..8.7..6..5.3.4......5.9.......6...5......1.381...5.....68.2........3.26,491256387238971564657384912124539678983167245765428193812645739376892451549713826,23,0.0,Beginner
.......6.4...8.....36...9.28..25...4....46..8.7.9...3....5.1...9.....2..74.......,187329465492685371536174982861253794359746128274918536623591847918467253745832619,23,0.0,Beginner
..86......9...1.7.5.7..3.42..9.......4.1..3........28................1.7.5346.8..,428675931396241578517983642289356714745128396631794285872519463964832157153467829,23,0.0,Beginner
........1.29.7......3.9..6...75.....5.....3.8......2.......58.23..618.9.4....7...,764853921129476583853291764237584619591762348648139257916345872372618495485927136,23,0.0,Beginner
.6....1....5..9.8.4.8...3.6....7....6.3...5..5.......77.....2.....69...32....86.9,967823145315469782428157396182576934673984521549231867796345218851692473234718659,24,0.0,Beginner
......64.........1395...........78..9..13.7..7.4..8....39.......2...659..8...1.23,871253649642789351395614287263497815958132764714568932439825176127346598586971423,25,0.0,Beginner
....6.7...1..8.3......3...24.95...61........8..2....7..2.9............1.563..48..,235169784714285396896437152489573261371692548652841973128956437947328615563714829,23,0.0,Beginner
.........3....98.57...4.3...1.73..........7.4.....2..689.5..1....56.......3.1.6.2,689357421341269875752841369514736298268195734937482516896523147125674983473918652,24,0.0,Beginner
4.9.2..85..7.....6.264.........4..5...5...7..8.2.9............9....321.72...1....,419627385387159246526483971793241658145368792862795413631574829954832167278916534,24,0.0,Beginner
.81.......4....3.6...6..514.......48..6.8..9..2......5...5.316...3.24...7........,681435927945712386237698514379251648456387291128946735894573162563124879712869453,24,0.0,Beginner
.....61...54.....328..1.......46..2....7..8......9...5.4......2....28.476..3...1.,973246158154987263286513974839465721415732896762891435347159682591628347628374519,24,0.0,Beginner
9....5.6.....3...5..2.46.1....7...3.....8...6..94.2..85.....48..9...7...8..3....7,938175264146238795752946813485769132217583946369412578573621489694857321821394657,25,0.0,Beginner
..9.8...6...3...2..5..6.19..1867.....3719..4...4......2....8....8....4....1.3....,149285376876319524352467198518674239637192845924853617263748951785921463491536782,25,0.0,Beginner
.9...5..3.7....21...2.3....3....8..2417........5..94.....2........594..88...7....,698125743573846219142937685369418572417352896285769431954281367736594128821673954,24,0.0,Beginner
.9.8.2.....835......7....585...9..4....2...31...4.....3.9...7..62...74.....9.....,195872364268354197437619258583791642746285931912463875359148726621537489874926513,24,0.0,Beginner
....6....2..8..7...4.......43..9.2.7....5.14.........5...6.....71.3.84..8.2.7...9,578261934293845761641937528435196287986752143127483695354619872719328456862574319,24,0.0,Beginner
...7.....9.6.2..8.....61.4.....832..7.....8.1..34..6..8.43..9...67......5.9......,421738596976524183358961742695183274742695831183472659814356927267849315539217468,25,0.0,Beginner
..5.1.28.....76.1........536........2...685......4...8...3...26........9..4..23..,965413287832576914471829653618735492247968531593241768759384126326157849184692375,23,0.0,Beginner
.....2.4...9.7.........62.1.5..64..77......9.62...1....7..4...5......13......3...,865312749219478563437956281958264317741835692623791458376149825592687134184523976,22,0.0,Beginner
.59.84...1.......926.9.5.4......8.17.916...3...6.............76....7.82..738...5.,359784162147263589268915743432598617591627438786431295824159376915376824673842951,28,0.0,Beginner
6..4...7.......6..591..2...1....5...2.63....8..8.....4...7....2.....3.5...49...1.,682431975473589621591672843139845267246317598758296134915764382867123459324958716,23,0.0,Beginner
.3...8.6.7.......3...42...54.9........6.5...42.7.3...8.6.....579..........48...9.,532718469748596123691423785419687532386251974257934618863149257975362841124875396,24,0.0,Beginner
.9.83.7...1.2.5............9..3.7.25.......7......29.4....49.32......1..2.4..15..,592834716316275489487916253941367825625498371873152964158749632769523148234681597,25,0.0,Beginner
9..6783.......1...76.9.....2....9.4....42..8..56.......3......66.....7.1.9...5...,915678324842531967763942518281759643379426185456183279534217896628394751197865432,24,0.0,Beginner
..31.25....485.....6...7...73.........5.6....64.7..3..........2...34...7.9....648,873192564914856723562437819731584296285963471649721385458679132126348957397215648,25,0.0,Beginner
9.5....3..7...2.4...1..7...4...8...3.1...9.5..89.1.....5.6...7.2..7..4....6.9....,925841637873962145641537298467285913312479856589316724154628379298753461736194582,25,0.0,Beginner
..741.....5...96.2.6.......81..9..63.3.6..8.1...8..7..1....8....4.....595..1.....,287416935451389672963572418812794563734625891695831724126958347348267159579143286,26,0.0,Beginner
4.7..9.5.......6.15......2...351....2..74........3.4.6..4....8...1.7...4.9.6...1.,417269853982357641536481729743516298269748135158932476674193582321875964895624317,25,0.0,Beginner
......87.7..32.9..463......6......54.....93......3...2.....87...8.69..1.5...4....,952416873718325946463987521639872154124569387875134692341258769287693415596741238,24,0.0,Beginner
4..32.6..5..7..3.......8..48.9.4..152...9...3.5.1...7..6......1...4...9.....3....,498321657521764389637958124879643215216597843354182976962875431783416592145239768,25,0.0,Beginner
...8.....86....95.3.9..24.8.....132.6.......52...................19.3.4...2..4.3.,125849763864137952379562418958471326643298175217356894436715289581923647792684531,23,0.0,Beginner
4....9....178.45..6...1...........5627...6.....3....8..9.3...1.3.8.2..6..........,485239671917864523632715948849173256271586394563942187796358412358421769124697835,23,0.0,Beginner
....8.....5...1....4...97.21..4...25.3.7..9.6..9......8..6.4...5..8.....2......54,962387541758241639341569782187496325435728916629135478813654297594872163276913854,24,0.0,Beginner
6...1...58..9..6..1....52.......2..7..1.6.......3.........57..3..9.4..7..6......8,692418735857923614143675289936582147581764392274391856418257963329846571765139428,22,0.0,Beginner
..9.2...47..5...83.5..641.......1..76.2....5..7..5.....9........6...3..83.7...4..,819327564746519283253864179985231647632748951174956832498672315561493728327185496,25,0.0,Beginner
..4.7.....9..8..5....19..6..3.......1.....4..45.2.1..3.....391.7..8.9...2.......6,824576139691382754375194268932458671186937425457261893548623917763819542219745386,24,0.0,Beginner
...9.......5324.9..8.....34..4..5.8..1....4...5..7.........82.717.6..3..........1,431986572765324198289751634694215783317869425852473916543198267178642359926537841,24,0.0,Beginner
97......5..2..36..........9.43..1.....7..6...2...945......6.3..8....59..15..8....,971648235482953671365217489643521897597836124218794563724169358836475912159382746,24,0.0,Beginner
.......41...1..9.7...9.6.5.29.....8....5.....5....473.4.8..9...3526.....1...7....,926857341835142967714936258293761584647583192581294736478329615352618479169475823,25,0.0,Beginner
6....8.5..15...24.....27.....8...6...5...4..3....13...5..8......2..7.3...7..3..2.,632148957715396248489527136348759612251684793967213584593862471824971365176435829,24,0.0,Beginner
7...........8.......2.4361..3.16........5...2.6.....49..9.72..56...3..7.......8..,748916253316825794952743618234169587897354162561287349189672435625438971473591826,23,0.0,Beginner
.6..4.3.89.4.8.......92....23....6..18..56..2.5....1.....7.......3.1..2..2...8...,562147398914683275378925461239871654187456932456239187645792813893514726721368549,25,0.0,Beginner
...76.....7...9...2.1.3....9....75.25..6...9.4...1...8.....3..96.21.......4....1.,849761325375429186261538974916387542583642791427915638158273469632194857794856213,24,0.0,Beginner
......46..23..4...7......2......3..7...82.1.98........3..1........6...9..9..5.284,958271463623984715741536928219463857467825139835719642384192576572648391196357284,23,0.0,Beginner
.4...3...86....7.37...1.........198....4.2.5.......6..6.5.7.824.........23......6,541763298862594713793218465324651987976482351158937642615379824487126539239845176,24,0.0,Beginner
.2...56....61.8.....4.6...3.....1.......7...52.........3.5.7.2.5..8...1.769.....4,928435671376128549154769283495681732683274195217953468831547926542896317769312854,24,0.0,Beginner
..5...9......45.61.2.1..47.2..........6..1..8.592....4.6...4...1....7.52..3...7..,415726983937845261628139475241658397376491528859273614762584139194367852583912746,26,0.0,Beginner
.3.........6..14....58.469..7.9..15.5..47........2...6.........3.....5...4.6.7..2,934762815786591423125834697672983154513476289498125376259348761367219548841657932,24,0.0,Beginner
9....7..4.3..2........6.731.7..39..82...........7.6..55.......76..5.4.9.1.2......,951387264736421859824965731475239618269158473318746925543692187687514392192873546,25,0.0,Beginner
...8.95..........6....45.....5.2.36......4..2.4..6...796.......8.19.....7......28,426839571589217436317645289195728364678394152243561897962483715851972643734156928,23,0.0,Beginner
...91......93.458.5.......1..71.3.....5.9...6...48..3....2..84.1.3....6......8...,328915674719364582564827391647153928835792416291486735956271843183549267472638159,25,0.0,Beginner
43.........5.3...9..19...8...4...1...6..7.4....84....7...15..9..9...321.3........,439568721785231649621947583974325168163879452258416937847152396596783214312694875,24,0.0,Beginner
..5...17.6........132.4.8..314.8....97.....1.......6..2....9.......26..4...7.....,495368172687192435132547869314685927976234518528971643263459781751826394849713256,23,0.0,Beginner
.6...........4..1.5.7..94..7.5...6...98.27.5.3....698...28...........271.3..6....,463571829289643715517289463745198632698327154321456987972815346856934271134762598,26,0.0,Beginner
.6...95.2..4....3.83...2.........2.99.....8......4....5.6.2..4...36.........7.3..,761439582294587631835162497348716259917253864652948173576321948183694725429875316,22,0.0,Beginner
91.6...42.2.......6..4.7....5.....61..8314.......6....78............2.5....1...36,917683542824951673635427918453798261268314795179265384781536429396842157542179836,24,0.0,Beginner
..3.........9...7.72..5..69.4....6..5.......42.75...3.9....47.846.2.......1......,693427185815963472724158369149382657536719824287546931952634718468271593371895246,24,0.0,Beginner
..4...5.2.2..73......6.......5.14......8...3.7..3.....1....92..6.....3.44...5..89,364198572921573648587642913835914726219867435746325891158439267692781354473256189,24,0.0,Beginner
..5....7872..3............4.3.68...71..5......6..2......1..53....82..1.....4...5.,345196278729834561816752934532681497187549623964327815471965382658273149293418756,23,0.0,Beginner
37...81....5...........24.....534..9..1....7.5.8.......4....9...6..4...5....9.28.,374958126215467398689312457726534819491286573538179642843725961962841735157693284,23,0.0,Beginner
..69.5...53.2......2........9..1..4.........38..3....1....8.7.46...4.382.1....6..,186935427534278169927164538395817246761492853842356971253689714679541382418723695,24,0.0,Beginner
2.5....4...8..291..1...5.2..9.386.......9....8.6..1..........6.....2437...2.7.8..,265139748348762915917845623491386257523497186876251439734918562689524371152673894,26,0.0,Beginner
.....6...73...8.....4..9.51..3.....68..1..324.5..6...7...8..2..4.6.....31........,512476938739518642684239751943782516867195324251364897375841269426957183198623475,24,0.0,Beginner
..1...........34.6.27.1..93..98.....4.6..21.......4.6..92..5.4.......2...7..9....,341659728985723416627418593259861374436972185718534962192385647863147259574296831,24,0.0,Beginner
7....5.93..4.8..658....3.7.5.18....7......1.......9...19.2.8....7.4......4..1....,712645893934781265856923471521864937369572184487139652193258746275496318648317529,25,0.0,Beginner
..87.6.9..........1.9..3.......49..3.4....1....3..526.6.2.5....7..1.......4.....2,458726391237591846169483725821649573546237189973815264682354917795162438314978652,23,0.0,Beginner
.............8..2..8.3.69.13..2......6.....72.4.1....5..97.....2..5..34......9...,123975864695481723784326951357264198961853472842197635419732586276518349538649217,22,0.0,Beginner
87.9.........3219.3......8....47.5..........32........75.1......96........8..492.,871946235564832197329517684983471562647295813215683479752169348496328751138754926,23,0.0,Beginner
.71.3..5..5......3....61..246....59.2....8..............3.4...9...815.3.8....6...,971432856652789143348561972467123598235978461189654327513247689796815234824396715,24,0.0,Beginner
.......1..41..3...2....783..95...........19.4....82.6...9158..25.......8.1.2...9.,983625417741893256256417839895764321627531984134982765379158642562349178418276593,26,1.2,Easy
.7....8.46...1......3...5...59..8.6.4............6.4.1.8.2...3.72...........941..,572639814698415372143827596259148763416573289837962451984251637721386945365794128,23,1.4,Easy
...3...9.....2...54..1...37.96.3...11.....9.........5...9..74..72.......58..9..6.,672354198913728645458169237296435871135876924847912356369587412721643589584291763,24,1.6,Easy
.8.....6.2........6.1..598.4..8.3.2.....1.7..8....4..1.2..68.3...3.7..........1..,584931267239687514671245983417893625392516748856724391725168439163479852948352176,24,1.3,Easy
...7..2...7..2193...1.4...6..9.6.....4.....19..5.8...75..9............8..18.7.4..,853796241476521938291843576789162354642357819135489627524918763967234185318675492,25,2.0,Easy
.1.4.5....2.....6.....86...29..5........3..567.....13.4.13......37...4.......96..,619425387824713569375986214293651748148237956756894132461372895937568421582149673,24,1.4,Easy
53...46...........7....148...2.4.1.9.5........4.12.56....2...........835...59...1,538974612164832957729651483682345179951768324347129568415283796296417835873596241,25,1.6,Easy
89.7...4...6....85...2..9...6.3....9.5..6.........1..26.4....1..72...3.4..5......,893756241426193785517248936768324159251869473349571862684932517172685394935417628,24,1.1,Easy
9..1..3.......3.87.48......6...1........5..19.7......2.2.9....5...3...9......76..,957182346216493587348675921692714853834256719571839462423968175765341298189527634,22,1.8,Easy
2.9..4..5.48....1....9.....8..5.6....2..1..7...1...5..67.2....1..3.95.......8....,219864735348752916756931482837526149524319678961478523675243891483195267192687354,24,1.8,Easy
51.7...4....2.......3.8.5...89......2.....9.......5.7..4.....13..7......1...36.29,512769348894253167673184592789621435265347981431895276946572813327918654158436729,23,1.9,Easy
.3.......9..4..5..4....7.2..6....37.3.4.98.....5.6......18.2..5..........491...62,837215496912436587456987123168524379324798651795361248671842935283659714549173862,25,1.3,Easy
.4.2.8.....5..6832.....5..72.....6.5.764..2..................9..146......8...9...,341278956795146832862935417238791645176453289459862371623514798914687523587329164,23,1.8,Easy
.9......8.....6.5...5....31.7...31......6.5....49...274.3.8.79.56..3.....2..4....,296351478341876952785294631879523146132467589654918327413682795568739214927145863,26,1.3,Easy
..54....8.....6...8.3...9.5..4.......7.5........2897..91.........8..1.43..7......,625493178791856432843712965284167359179534826356289714912345687568971243437628591,22,1.8,Easy
1.54..2.....2387.......7...4....9...26.....79.....5..3.84.......2..7.9.6.......5.,175496238946238715832517694453789162268143579719625843684951327521374986397862451,24,2.1,Easy
2.3...5..5.6.19.7...........2....4...9836....1..92...6.6.............7.27..8.6.1.,213678594586419273974532681625781439498365127137924856361257948859143762742896315,25,1.2,Easy
25.4.........2.......67.89.1.....9..5..3..68..3...8..1..2.8.4.....5....7.7.......,258439716967821345341675892186254973529317684734968521612783459893542167475196238,23,2.2,Easy
......79.....581..72..9..6...5.3..7...6...32..9.6......745..9........2.1.5.1.3...,548216793639758142721394568285431679416879325397625814174582936863947251952163487,26,1.9,Easy
76..425.........67..13.7.984...1....92....8...3...4.2......9..6.82...........3...,769842513843951267251367498475218639926735841138694725517429386382176954694583172,25,1.7,Easy
.769...4....4...36.....3.1..3......5..7.1......9.8..6...15..4...6...4...9.8......,376951842215478936894263517632749185487615329159382764721536498563894271948127653,23,2.2,Easy
5.....8.......1..33.82.......4.63...8....21....2..45.6...6...7..5.34....1.......8,571436829426891753398257641914563287865972134732184596283619475657348912149725368,24,2.1,Easy
.3.2..4.....8..5.6....7.9..6.4.1...97....6...29......8.......2.4.5.2......7...6.3,839265471172849536546371982684712359753986214291534768368497125415623897927158643,24,1.0,Easy
5.....6.31..5.......9..7..4.6..8..3..8..4.2.1.9...3...8..4..1.6..6.....7...7..5..,574829613138564972629317854465281739783945261291673485857432196946158327312796548,25,1.6,Easy
1..5.37..6.3..8.9......98...1.......8761..........6...........7.8.9.76.47...6.312,198543726643278591527619843914735268876192435235486179462351987381927654759864312,27,2.2,Easy
.6...823.8.......7497...1...2.4.........2..457.4...6.....1.4.5...6.7..1.9..8.2...,165798234832641597497235186529486371613927845784513629378164952256379418941852763,27,2.1,Easy
..73.......96.5..8.3.........3.7..541.4...3.....5...8...8..926..1...2.9......1...,587324619249615738631987425823176954154298376796543182378459261415762893962831547,24,1.6,Easy
.31...8..6.4.8.....5....764.2........9...4..8...5.1.49..3..........4..13...9.8.7.,931467825674285391258319764426893157195674238387521649743156982869742513512938476,25,1.3,Easy
.82.7.5....4..2.7...7.....1.56..13.9..13...4..4.2....8.35..........18.......9...5,382176594614952873597834261856741329921385647743269158135427986469518732278693415,26,1.1,Easy
.4.7..3...7326..48..63...9....9...8.....3...9......2...6..8.9..2..5.7.....7.9...3,841759326973261548526348791314925687752836419698174235165483972239517864487692153,26,1.7,Easy
9...7....76.1..8......4...1.........1.59...4.....16..3.....5.82..6.8.71..3.......,941578236762139854358642971693457128185923647274816593419765382526384719837291465,23,1.9,Easy
3.......8.8..1....4...79.......5...69.....13...63...8......872..6.......57..9...1,317625948689413257452879613831952476945786132726341589193568724264137895578294361,23,2.0,Easy
........9.8..7....4.6.391......9623.31..5...4...7.....5.....6...6...24.1.......9.,137624589982571346456839172874196235319258764625743918598417623763982451241365897,24,1.5,Easy
..9...8..6.8.....2.7..24........2.7....3..5....47..2.........645...89..39...1....,429635817638197452175824639856942371792361548314758296281573964567489123943216785,23,1.8,Easy
..5........7.4..2..4.9...3.8...2.5......6...1..35..8.4.6...2.4.9....1..6...8.....,695213487387645129142987635876124593459368271213579864561792348928431756734856912,23,1.0,Easy
.2.......3...6.....4872.39...9....542...........13.6...63.....1......47.8..4.1...,926318745375964812148725396639872154281546937754139628463297581512683479897451263,24,1.4,Easy
31......5.68.2..1....1........43.2..8.7.....4....6...3.425...9.753..14...........,314976825568324719279158346691437258837215964425869173142583697753691482986742531,25,2.0,Easy
.24.697..7....59.8.....4....9..3.2.............5...8.64.1.......8.6....2..6.....5,124869753763125948958374621897536214642981537315742896471258369589613472236497185,23,1.6,Easy
3..8.......4......6.9....31.75.9.3....6....9...1...85......416......8.4..5.1..9.8,317846529524319687689725431875492316236581794941637852798254163163978245452163978,25,1.0,Easy
6...9......46.87......45....2.76...8.8.....9.4.1.........8....6.7..1...4.1.....29,652197843194638752738245961529763418387421695461589237943852176275916384816374529,24,1.6,Easy
